订阅数,问题,话题一,话题二,话题三,话题四,话题五,话题六,回答内容,浏览量,赞同数,作者被订阅数,作者回答数,图片数,外链数
3,"Is the so called ""Blue Wave"" fading?",Progressive Blue Wave,Anarcho-communism,1!,1!,1!,1!,"The last competent leader of the Democrat Party was probably Tip O’Neill. He once observed that “all politics is local”.There is a LOT of time between now and the general election. Most states haven’t even held primaries. The outcome in November will depend on who the candidates are and how well they connect to their voters. The national media has little influence on that.People talking about the “Blue Wave” are usually talking based on national polls, which fail to capture local sentiment in the 500 plus localities involved just for Congress, and are are so under-sampled they fail to capture national trends in identity groups. Anyone making a prediction about the “Blue Wave”, whether growing or fading, at this point in time is a self certified bull shit artist.",884,11,174,"1,124",0,0
3,"Is the so called ""Blue Wave"" fading?",Progressive Blue Wave,Anarcho-communism,1!,1!,1!,1!,"Nope. If you look on 2018 Midterm Elections Forecast, the blue wave isn’t fading. Their chances of taking the House are similar to what it’s been for the last few months- not as good as it was looking in December, but not much worse, and not getting worse. The issue that this article seems to be (rather poorly) discussing is the idea that a lot of Democrats think this blue wave will carry them into House and/or Senate majorities. If Democrats do not capitalise on this opportunity, and accept that some of the competitive districts will require a voice more conservative than they’d like, a wave won’t be enough to put them in office. This is directed at those idiots on Twitter complaining about how for some reason candidates like Doug Jones or Conor Lamb in R+20 or higher districts aren’t loudly professing progressive values. Side note- it claims the generic ballot lead is at 4%, but the most respectable data aggregate, Fivethirtyeight, has it at 7.8%- the former would indeed be a concern, but the latter is still safely a wave election, although not necessarily a wave large enough to get them even the House, let alone the Senate.",217,1,158,"1,072",0,1
3,"Is the so called ""Blue Wave"" fading?",Progressive Blue Wave,Anarcho-communism,1!,1!,1!,1!,"If you just look at polling numbers, Democrats are headed towards a good but not great year. Democratic candidates will win a clear majority of the votes, but it likely won’t be enough to counter a gerrymandered House map and a just awful Senate map (very few Republicans are up for re-election in competitive states, while many Democratic ones are).But if you look at special elections, Democrats seem headed towards a spectacular victory. Democrats have massively outperformed 2016 results in every special election to date. Even when they’ve lost, they’ve lost by shockingly narrow margins given the very conservative districts. Now, in a few cases (such as Alabama) this can be written off as the result of a poor Republican candidate, but the Dems have done very, very well against even in races with perfectly respectable candidates.I’m not sure if polls or special elections are a better indicator for November. My guess would be the Special Elections, as Special Elections give a better indicator of turnout than any poll can, but that’s just a guess.",214,4,106,"1,428",0,0
3,"Is the so called ""Blue Wave"" fading?",Progressive Blue Wave,Anarcho-communism,1!,1!,1!,1!,"Blue Wave Crashing? Poll Shows Support Amongst Millennials FadingLots of reportage on it lately but the media isnt trumpeting it. But it has been fading for a while.Inside the Beltway: Democratic dream of riding a ‘blue wave’ to victory in 2018 fadesSHOCK POLL: 'Blue Wave' Evaporates, 2018 Generic Ballot Back to Dead Heat | BreitbartI dont know how to read it but even Nate Silver is reporting something similar: Democrats’ Horrible 2018 Senate Map Couldn’t Have Come At A Better TimeIn short: they have a huge challenge in the Senate. In the House, it will require a sizable wave. The catalyst for it is the question.",56,0,677,"6,746",0,4
3,"Is the so called ""Blue Wave"" fading?",Progressive Blue Wave,Anarcho-communism,1!,1!,1!,1!,"No, not at all. I’m just as firmly blue and wavy as ever, and I think that Democrats all over the nation feel the same. The Republicans have made themselves into knaves and fools, and they deserve to be kicked out of office in November. Chances are good that the blue wave will take the House, and make considerable inroads into the Senate. I don’t know where anyone would get the idea that the blue wave is slowing down. If anything, it’s growing.",54,0,67,704,0,0
3,"Is the so called ""Blue Wave"" fading?",Progressive Blue Wave,Anarcho-communism,1!,1!,1!,1!,"Yes. Democrats have been steadily losing millennials. Also, Gen Z is one of the most conservative generations since WWII.(I'd post the links, but I cant paste links on here with my phone, just google things with the general idea of what's above)",74,1,14,158,0,0
0,"Is the owner of CNN News Democrat, or Republican?",CNN (TV network),Democratic Party vs. Republican Party,1!,1!,1!,1!,"Corporate.Meaning that, despite the Supreme Court’s decisions, Time/Warner (and now Time/Warner/AT&T) is not a person, doesn’t vote, and isn’t required to declare for a party.However, I’d bet money that more of the corporate Presidents’ and Vice Presidents’ PAC money and personal donations goes to Republican causes. (Although most corporations donate to both political sides just in case.)Journalists generally don’t donate money to anyone because they don’t have enough to spare.",88,0,334,332,1,0
0,"Is the owner of CNN News Democrat, or Republican?",CNN (TV network),Democratic Party vs. Republican Party,1!,1!,1!,1!,"CNN is a subsidiary of Time Warner, Inc., which is a publicly owned corporation with nearly 800 million shares of common stock outstanding. These shares are owned by an estimated 1,200–1,300 institutions and individuals.",110,5,30,491,0,0
0,"Is the owner of CNN News Democrat, or Republican?",CNN (TV network),Democratic Party vs. Republican Party,1!,1!,1!,1!,"The owner of CNN is Time Warner, a company.The current president of CNN is Jeff Zucker, a former NBC executive when Trump hosted The Apprentice. He is known to be liberal in his political views, but also quite pragmatic in how he runs his business. He has, in the past, referred to panelists who appear on CNN as “characters in a drama” and will push for pro-Trump panelists in order to increase the on-camera drama.",137,4,855,832,0,0
0,"Is the owner of CNN News Democrat, or Republican?",CNN (TV network),Democratic Party vs. Republican Party,1!,1!,1!,1!,"CNN has no qualms with admitting 98% Lib-Dem owners, reporters, whatever.They live and spew anything negative about Trump because he called out as CNN crap.18 months of retractions. firings, apologies, and embarrassments—-after claiming a landslide for their girl—-they are a laugh, and they don’t like the loss of power.There is an acknowledgment of hate to destroy. Dipsticks even today, believe them, even when they actually admit that they can control these low intelligence haters.",22,1,17,254,0,0
0,"What is the ethnic origin of the owner of CNN, and is he Democrat or Republican?",CNN (TV network),Democratic Party vs. Republican Party,1!,1!,1!,1!,"The founder of CNN is Ted Turner, an American from Georgia. While he no longer has a position within Time Warner (the company that now owns CNN) he does still own a lot of shares.Turner is quite liberal in his political views.",740,10,855,832,0,0
0,"What is the ethnic origin of the owner of CNN, and is he Democrat or Republican?",CNN (TV network),Democratic Party vs. Republican Party,1!,1!,1!,1!,"Just about all ethnicities. It’s owned by stockholders. And it’s not just a he, but there are plenty of shes who own stock too.Stockholders being people interested in making money, their political party is pretty much irrelevant as there would be people on all sides who own a piece of it.",25,3,353,"6,583",0,0
0,"What is the ethnic origin of the owner of CNN, and is he Democrat or Republican?",CNN (TV network),Democratic Party vs. Republican Party,1!,1!,1!,1!,"CNN is a wholly owned subsidiary of Time Warner, thus the Time Warner stock holders own it. Stock symbol TWX.",60,6,131,273,0,0
2,"In the current political scenario, what do US citizens expect from the 2018 mid-term elections?",2018 Elections,Democratic Party (US politics),1!,1!,1!,1!,"Best estimates based on polls show Dems gaining perhaps 12 to 16 seats in the House, falling short of control, and likely losing 1 or 2 Senate seats (they hold a huge majority of the seats up for election in the Senate, leaving the GOP with fairly safe seats to start with).https://www.270towin.com/2018-ho...https://www.270towin.com/2018-se...CNN poll: Democrats' edge dips to 6 points in midterm race for control of Congress",39,1,360,"4,023",0,3
2,"In the current political scenario, what do US citizens expect from the 2018 mid-term elections?",2018 Elections,Democratic Party (US politics),1!,1!,1!,1!,"The 2018 elections would be the exact reversal of the 2010 elections. An energized opposition, an ineffective ruling party despite controlling all 3 branches of government.Similar to 2010, the House would easily change hands. The senate wouldn’t because of the difficult math.Personally I would be sad as it will mean the continuation of the current broken Washington DC. Every President gets elected on the premise that they will fix the broken Washington DC but every time it gets worse.",80,1,296,874,0,0
2,"In the current political scenario, what do US citizens expect from the 2018 mid-term elections?",2018 Elections,Democratic Party (US politics),1!,1!,1!,1!,"I expect the dem to take the House with a nice margin. The senate is a toss-up only because the seats up this year strongly favor republicans. There might well be a huge blue wave because of Trump, #MeToo, Trump, guns, Trump, DACA, and Trump that could give the dems a small senate majority.",98,3,795,"15,599",0,0
2,What is the difference between the 1963 Republican & 1979 Republican platforms?,Democratic Party (US politics),Republican Party (US politics),1!,1!,1!,1!,"Most likely a lot and I didn't even have to read them (okay, I peaked)Prior to 1964, the GOP was a party that supported government, believed it had a purpose albeit limited in scope, and the biggest rift in the GOP was between the Taft and Rockefeller wings, basically neo-isolationism and internationalism. The Taft wing was conservative and the Rockefeller wing was more moderate.Enter Barry Goldwater and the Young Americans for Freedom. While they successfully reconciled the two foreign policy philosophies by embracing the “threat of international communism”, Goldwater and the YAFers questioned the very notion of governance by attacking the notion of judicial review, tax expenditures, government spending, the constitutionality of the Federal Reserve, etc. Over the next 25 years, the grip of the YAFers and hard right conservatives like Goldwater destroyed the Rockefeller wing.The biggest effect brought about by the YAFers was not hard core right wing 20 year old college students, it was that by 1978 most College Republican campus groups went from basically libertarian organizations into Hayek/Buckley/Birch type groups.In 1976, Ford's biggest struggle was that the young Nixonites who once represented the future of the GOP were supplanted by Reaganauts or Reaganites and his primary battle with Reagan was telling on an age scale with the direction of the party.The 1963 document reads like a water downed version of the Democrats on social and economic policy and has a decidedly interventionist viewpoint on foreign policy.The 1979 document questions the existence of every federal program as well as many cabinet departments, it reads like a Federalist Society diatribe on the Judiciary, and Keynesian economics is dead. It's sharper, harder, and basically served as a “get lost” note to the Ripon Society.",733,7,1.4k,"1,049",0,0
5,What do you think about Richard Painter leaving the GOP and running for Senate as a Democrat?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"Painter has been a frequent Republican voice on MSNBC, one of the many “never Trump” Republicans that appear on the network. Democrat? I would place him historically on the “liberal Republican” spectrum, what used to be called “Rockefeller Republicans”, fiscally conservative, but socially liberal. His website’s “Issues” reflects this (About). Today, he qualifies as a Democrat.Personally, I like him. He is stern, no-nonsense, tough-speaking, and not one to pull punches, though he can come off a little irascible and snarling. But a lot of that has to do with his voice and facial expressions. I LOVE watching and listening to him talk about Trump and the craven Republicans in Congress Trump holds by the cojones! But he’s not just entertaining; his contempt is well informed and spot on.I don’t know how he will play in Minnesota, but if he gets the ball rolling and his face out there, he may sand a chance. He would, I think, be a good replacement for Franken.",87,2,144,"1,624",0,1
5,What do you think about Richard Painter leaving the GOP and running for Senate as a Democrat?,U.S. Senate,Democratic Party (US politics),1!,1!,1!,1!,"Probably doesn’t stand a chance.I’ve never heard of him. Now, as a current resident of Florida, but past resident of Minnesota, that probably doesn’t matter, a whole lot, but if I’ve never heard of him, a lot of other Minnesotans are in the same place.Franken was a special case, he ran for office, in Minnesota, even though he was from out of state, through a technicality, and he originally got into office through the slimmest of majorities.Does the state want a homebred kind of Senator, someone who has taken their path through the state legislature? You’d kind of think that, over some Washington DC outsider, who is coming to Minnesota and is changing parties, out of convenience.Time will tell, but I think that the clock has already run out on Richard Painter.",100,3,302,"1,595",0,0
3,Is it more of a Democrat or Republican thing to have federal income tax withheld from Social Security benefits?,Social Security,Democratic Party (US politics),1!,1!,1!,1!,"It’s a Republican thing. It was one of Ronald Reagan’s tax reforms, proposed by Alan Greenspan and signed into law by President Reagan in 1983. For any person with an adjusted gross income of $25,000 or more, 50% of their social security income was subject to tax.It was proposed with the assurance that it would only apply to the richest 10% of retirees. However, the thresholds have not been adjusted to keep up with inflation. On the contrary, the cow has been milked harder. In 1993 an amendment added a secondary threshold of $35,000, and for those with an AGI in excess of this secondary threshold, the portion of social security income subject to tax was raised from 50% to 85%. At that time, about 18% of social security recipients had some tax liability. The amendments did not increase the percentage of retirees subject to the tax, but it did increase the percentage that many of them had to pay.Since 1993, the threshold has not been raised further and inflation has brought the majority of retirees into the tax net at the highest rate.Social Security History",129,6,2.6k,"6,627",0,1
3,Is it more of a Democrat or Republican thing to have federal income tax withheld from Social Security benefits?,Social Security,Democratic Party (US politics),1!,1!,1!,1!,"Are you asking about taxation of Social Security benefits, or whether income tax is withheld from them?The 1983 bill that began federal income taxation of Social Security benefits was bipartisan with sponsors from both parties and votes from both.Since then neither party has been willing to go public with support for increased taxes, but in general, Democrats prefer to increase taxes (so middle class and wealthy people collect smaller net benefits) rather than cut benefits or raise payroll taxes on everyone; while Republican proposals have more often kept taxes the same but cut benefits for everyone. However there have been many proposals over the years, and they’re all complex, so it’s hard to make clear distinctions.By state, 7 states that usually vote Republican tax social security benefits, and 6 states that usually vote Democratic.",234,2,5k,"5,792",0,0
3,Is it more of a Democrat or Republican thing to have federal income tax withheld from Social Security benefits?,Social Security,Democratic Party (US politics),1!,1!,1!,1!,"I would say that this is not something that’s along party lines.We’ve had “pay as you go” taxes (i.e. payroll withholding) since 1943.Social Security benefits were not subject to taxes until 1984, though this is dependent on the amount of other income.When you don’t have a “pay as you go” system, then people have to come up with the money all at once, and that’s a problem for a lot of people. With taxes being withheld, there will either be a relatively small amount due, or else there will be a refund.So libertarians might be opposed to tax withholdings, assuming they object to taxes altogether, but members of both Democratic and Republican parties generally recognize that some level of taxes is needed, and that taking it out of your paycheck or benefits check is an efficient and sensible way to collect it.",32,0,43,592,0,0
3,Is it more of a Democrat or Republican thing to have federal income tax withheld from Social Security benefits?,Social Security,Democratic Party (US politics),1!,1!,1!,1!,"It is some of both. The Democrats wanted Social Security to be means tested, meaning people over a certain income level would not get Social Security. The compromise worked out by the Republicans was that instead of means testing, everyone who paid would get Social Security but wealthier individuals would be taxed.",11,1,213,"1,865",0,0
3,Is it more of a Democrat or Republican thing to have federal income tax withheld from Social Security benefits?,Social Security,Democratic Party (US politics),1!,1!,1!,1!,"I’m going to speculate that it’s more of a Democratic thing.My reasoning is that the only reason to withhold federal income tax from social security benefits is to either avoid paying a big lump sum at the end of the year, or to get a refund.Both of those scenarios are for people who are challenged by managing their money. The poor are among those, and they lean Democratic.",18,0,377,"4,461",0,0
3,"Under a democratic reunified ""One Korea,"" would Moon Jae-in and his party serve as many terms as Angela Merkel and her party?",Angela Merkel (German politician),Politics of Germany,1!,1!,1!,1!,"The question is clueless. Angela Merkel's political career started in 1989, when she began to work for a small party named ""Demokratischer Aufbruch"". This party first merged with the Eastern CDU and then with the Western CDU. Merkel first ran for a seat in the German national parliament (Bundestag) in 1990. She soon was promoted into more important positions because she was one of the few Eastern politicans without any black spots in their history.It was her mentor and supporter Helmut Kohl who was the first Chancellor to serve four terms. He promoted her into his administration in 1991, she became secretary of women and children, probably the least influential secretary available. Her next term was in 1994, when Kohl wanted to get rid of the acting secretary for enviromental protection and nuclear safety. In 1998 the CDU lost the elections.During that time the CDU was shattered by scandals, and Merkel became leader of the party because she was the only one with a flawless reputation.It took her seven years in opposition until she became Federal Chancellor of Germany in 2005, and she succeded to keep this position until today. This is a combination from her talent to stay away from scandals and the lack of people charismatic enough to replace her. But this has close to nothing to do with the German Reunition. In fact, she was rather unimportant for making the reunition a success. She simply wasn't in charge yet, when the rails for the Reunition were fixed. Before 1989, she was widely unknown, even to citizen of East Germany.",175,6,1.9k,"3,710",0,0
1,Should Democrats be blamed for the creation of the KKK?,Ku Klux Klan,Democratic Party (US politics),1!,1!,1!,1!,"Question: “Should Democrats be blamed for the creation of the KKK?”Yes and no.The Democratic party of the 1800s should be blamed for it. Back then they were conservative, particularly in the South. The Southerners were still very upset at losing the war and wanted to keep the pressure on blacks by terrorizing them and denying their basic rights. Hence the Klan and the Jim Crow laws.In the mid 1900s the two parties had a realignment, a switch. It had been brewing for a while. In 1948 the Southern conservative Democrats left the party to form the Dixiecrat party. That effort failed and they returned to the Democratic party. But the rift was still there.In the early 60s the conservatives were getting awfully tired of being in a party with liberals. When Johnson signed the Civil Rights Act they had enough and voted for Barry Goldwater. He lost. Richard Nixon saw an opportunity and created his “Southern Strategy” around it. He wooed the conservatives away from the Democratic party and they’ve been leaving ever since.Today the Republican party is conservative, extremely so, and the Democratic party is liberal. The modern Democrats are not to blame for the KKK which votes Republican/conservative.United States presidential election, 1964 - WikipediaDixiecrat - WikipediaSouthern strategy - WikipediaRealigning election - Wikipedia",78,3,815,"5,080",0,4
1,Should Democrats be blamed for the creation of the KKK?,Ku Klux Klan,Democratic Party (US politics),1!,1!,1!,1!,"To all those referring to some switch where everyone changed their parties allegiance, this did not happen.In 1960, before the Civil Rights Act, Texas voted 49.5% for Republicans despite the fact that Lyndon Johnson, a Texan, was on the ticket as Vice President. After winning his home state by the skin of his teeth, Johnson saw the writing was on the wall and the racism that had carried Texas for generations would no longer work anymore. The younger generation just was not as racist. That is why Johnson supported the Civil Rights Act of 1964. He realized that African American Texans voted for him more reliably that did white Texans so it was time to encourage African Americans to vote, since they would now be voting “correctly.”Source:United States presidential election in Texas, 1960 - WikipediaUnited States presidential election in Texas, 2016 - WikipediaFast Forward 56 years and we now have a Republican Texas. What you will notice is that the most Republican areas of old Texas (the Panhandle) is still the most Republican area 56 years later. The most reliably Democrat section of Texas in 1960 was South Texas. In 2016 it is the same. There was no swap!To be fair, the majority of the racist Democrats from 1960 are dead today, but the idea that the two parties switched is wrong. All that happened is that the population of Texas because less racist in the second half of the 20th century and as voters became less racist they became more likely to support Republicans.",70,3,9,154,0,2
1,Should Democrats be blamed for the creation of the KKK?,Ku Klux Klan,Democratic Party (US politics),1!,1!,1!,1!,"Yes, the KKK was formed by Democrats in the South. Whether they can be ‘blamed’ for it is an entirely different question. Why? Because of the Civil Rights Act and the onset of the GOP ‘Southern Strategy,’ virtually all Southern Democrats became Republicans, and all Southern Republicans became Democrats. The ‘Southern Democrats’ (also referred to as ‘Dixiecrats’) truly were quite different in outlook from the Northern Democrats, and the changes in Party platforms over the last fifty years for BOTH the Republicans and the Democrats have resulted in an almost complete transposition of the two. The PEOPLE and their attitudes have not changed, but the parties most certainly have, and that is why today the South is mostly deep red, when fifty years ago it was deep blue. So how does that relate to your question? ‘Blame’ should be assigned to ‘people,’ not ‘Party,’ because even if the KKK was once started by Democrats, it’s ENTIRE membership is Republican, or even FURTHER to the right.",43,0,55,781,0,0
1,Should Democrats be blamed for the creation of the KKK?,Ku Klux Klan,Democratic Party (US politics),1!,1!,1!,1!,"The KKK was founded after the American Civil War by a group of former Confederate soldiers, members of the Democratic party. Their extremist position included white supremacy.In the 20th century the Democratic party shifted toward social liberalism. President Franklin Roosevelt’s New Deal promoted labor unions, aid for the unemployed, and civil rights.When Lyndon Johnson became Senate leader, he cultivated the support of powerful former leader, Richard Russell, a die-hard Southern segregationist and white supremacist. Johnson made the most of Russell’s influence, but finally alienated his mentor over disagreement on civil rights legislation.When President Johnson signed the civil rights act in 1964, the Republican party no longer could claim that it was “the Party of Lincoln”.Ted Cruz said, “Democrats are the party of the Ku Klux Klan”. However, at this point in time, neither party bears much resemblance to the two parties a hundred-fifty (or even fifty) years ago. [Fifty years ago the “Red” party was the Communist party.]It’s about time we had third parties with strong platforms and charismatic candidates.Cruz: 'Democrats are the party of the Ku Klux Klan'",71,3,218,676,0,1
1,Should Democrats be blamed for the creation of the KKK?,Ku Klux Klan,Democratic Party (US politics),1!,1!,1!,1!,"Fix blame or fix problems, you cannot do both. So, today's Democratic Party should not be blamed for the KKK. That would be counter-productive and not historically accurate either.Historically the bigots who started the KKK were in the Conservative wing of the Democratic party of their time. In the late 1960's Richard Nixon welcomed this wing of the Democrats into the Republican Party in what was known as the ""Southern Strategy"". You may find it interesting to read about this.",9,0,512,"8,933",0,0
1,Should Democrats be blamed for the creation of the KKK?,Ku Klux Klan,Democratic Party (US politics),1!,1!,1!,1!,"Eric's answer is solid and points out that the group and the political platform that is most tied to the KKK is that of very conservative, prostestant, white, racist, undereducated Southerners. Which party of today does that seem to bring to mind? I recall torch bearing white guys marching across a southern campus last year. Not. Democrats.Now, if you go back 80–90 years, the “GOP of today” was the Democratic Party, but the racists switched names in that era. Today's Democratic Party were the Republicans then.",54,0,84,"1,706",0,0
1,Should Democrats be blamed for the creation of the KKK?,Ku Klux Klan,Democratic Party (US politics),1!,1!,1!,1!,"Long-dead Democrats from another century, perhaps.Blaming present-day Democrats for the creation of the KKK is usually a recreation for Republicans who wish to deflect attention from the fact that the GOP is now home to the present-day descendants of the Klan.",180,21,556,"3,877",0,0
2,Are mainstream Democrats focusing so doggedly on Russian election rigging accusations in order to distract from their own efforts?,Election Rigging,Democratic Party (US politics),1!,1!,1!,1!,"Never ask why before you ask if. While there is evidence that Russia hacked the voting systems of numerous states, there does not seem to be any evidence that the Russians ‘rigged’ the voting systems. However, all Americans (or at least American patriots), not just Democrats should be concerned even by that limited act of war and should be demanding the security and integrity of our voting system, as well as punishing Russia directly.However, what is of much bigger concern is not rigging our elections, but instead influencing and undermining our politicians and country. There is much more evidence of this including the assessment of our intelligence agencies along with criminal incitement’s. But because there is an ongoing criminal investigation, much of the evidence is still under wraps, so we don’t know yet the extent of this or if American traitors colluded with the Russians.So we need to wait to see the results of the criminal investigations.And again, this is something ALL Americans should be concerned about. This Republican totally rejects the OPs implication that only Democrats care about our country!",102,2,255,"1,233",0,0
2,Are mainstream Democrats focusing so doggedly on Russian election rigging accusations in order to distract from their own efforts?,Election Rigging,Democratic Party (US politics),1!,1!,1!,1!,"Well let me see:our intelligence agencies have indicated that Russians tried to interfere in the US electionFacebook has now discussed in front of congress release of data which shouldn't be released to Cambridge analytica which was used too influence the electionFacebook has admitted that there were major Russian sources of fake news targeted to impact the electionwe know that Donald Jr on behalf of the Trump campaign tried to collude with Russia to influence the electionsWe have been warned by intelligence agencies that Russians appear poised to try to influence the 2018 electionsQuite simply the True administrations, and its ardent supporters, have allowed Russia to interfere with US sovereignty. The nature of the challenge is well documented and the actions of Trump and his diehard supporters is also clear.In short, there is a major national security challenge which Trump is unwilling to address effectively.So yes the Russian interference is real and will play a part against the Republicans in the 2018 election.Trump’s tax reform which is transferring wealth to the wealthy classes while failing to improve the economy and setting us up with massive deficits during a period of relative economic prosperity is also an issue.Trump’s isolationist foreign policy is an issue.Trump’s isolationist economic polices are an issue.Trump bigotry in executive actions is an issue.So the 2018 election will be in many ways a referendum on Trump as a whole. Right now the special elections provide optimism and the mid-term elections are usually bad for the incumbent.We will see.But if the conservatives continue to turn a blind eye to Russian interference in our electoral system, then this will have very long legs.",59,2,217,"2,551",0,0
2,Are mainstream Democrats focusing so doggedly on Russian election rigging accusations in order to distract from their own efforts?,Election Rigging,Democratic Party (US politics),1!,1!,1!,1!,"The evidence that’s been shown to date is, a fake dossier paid for by the DNC.Emails leaked from the DNC by (since murdered) Seth Rich.Evidence of Trump collusion, zero, as reported by various committees in Congress.Maxine Waters inanely calling for Trump’s impeachment with zero evidence of a crime.I would say, yes.",20,0,12,233,0,0
2,"Why are so many important human concepts dualistic (true and false, good and evil, democrat and republican)?",Good and Evil,Democratic Party vs. Republican Party,Evil,1!,1!,1!,"Because we have a bicameral mind. Two brains in every skull.Even language, at the level of nouns and verbs, is a dichotomy. Hegelian pairs. Gender. Handedness. This feature runs very deep.But remember, the point of a dichotomy is the third thing. The synthesis, the harmony, the cooperation of forces in opposition.Symmetry in biology - WikipediaLateralization of brain function - WikipediaJulian Jaynes - WikipediaDialectic - WikipediaTaoism - WikipediaDe Morgan's laws - WikipediaThe Third Meaning by Roland Barthes",249,10,7.4k,"5,038",0,7
6,How do you define in simplest terms as a whole on what Democrats and Republicans stand for on issues? What is the end goal for both parties?,Democratic Party vs. Republican Party,1!,1!,1!,1!,1!,"Culturally:Conservatives are all about defending the status quo, and the cultural ideals of some 1950s white ozzie and harriet suburban picket fence paradise.The “end goal” for conservatives is this ambiguous ideal where everyone is either straight white and christian or is quiet and out of the way. Anything that violates this ideal has been called communist, liberal, and more recently “SJW” nonsense by conservatives.Government:For Conservatives as long as the government is harming people, whether it’s bombing them, putting them to work in private prisons, shooting them on the streets, or killing them in the chair or gas chamber —it’s all good! And no amount of tax payer money is too much for government to hurt people. However if the government actually helps anyone oh NO! that’s Soshlizm! No way.For Liberals the government belongs to the people and therefor should help them. Liberal policies are about helping people succeed rather than punishing them for not succeeding. Just because you’re not rich doesn’t mean you deserve to die, so like they have in most all developed countries, Liberals are in favor of universal health care.The “End Goal” for liberals is alive and working in places like Norway and Switzerland. The “End Goal” for conservatives can be seen in the past, as depicted in Norman Rockwell paintings or 1950s sit coms",77,4,19,66,0,0
6,How do you define in simplest terms as a whole on what Democrats and Republicans stand for on issues? What is the end goal for both parties?,Democratic Party vs. Republican Party,1!,1!,1!,1!,1!,"Democrats and Republicans are essentially clubs for getting politicians elected. Some of leaders have principles but these are secondary to the aim of winning elections.It’s better to talk about conservatives and liberals. The fundamental difference there comes down to the concept of justice. Conservatives believe the traditional idea of justice, that everyone get the same treatment, is best for practical reasons. Liberals believe traditional justice is inadequate and that disadvantaged people deserve some degree of compensation to ‘equalize’ them.The problem with the conservative view is many people have a less fulfilling life through no fault of their own. The problem with the liberal view is it opens the door to a host of abuses which as a practical matter are difficult to stem once you accept the principle of compensation.Essentially the liberals want to fix what is happening and the conservatives are afraid of what will happen when you try to do what the liberals want to do.",30,0,23,540,0,0
3,"If you were a prominent leader of a democratic party, how would you rebuild the democratic party starting right now? What would you do?",Democratic Party (US politics),Republican Party (US politics),1!,1!,1!,1!,"Make the Democratic Party the Party of Working People and Families.Focus on economic message, end the neoliberalism, and differentiate the party from the Republicans by actively engaging workers.Litmus test, no corporate money. The Party also should work to undo Citizen’s United immediately. Likewise, end revolving door politics and try to work towards expanding the abilities of the US election system.Ranked choice voting should be supported as well after that. Let third parties challenge both the Democrats and Republicans.From there the candidates can have more choice on their specific positions, but preferences should be for pro-Union, pro-education (or job training), pro-healthcare, etc.Try to bring an end to the wars and conflict the US is involved in, deescalation, work towards peace and less interventionism, doesn’t need to happen on day one, but should be worked towards.Let working families have a say again…",67,4,140,"2,334",0,0
3,"If you were a prominent leader of a democratic party, how would you rebuild the democratic party starting right now? What would you do?",Democratic Party (US politics),Republican Party (US politics),1!,1!,1!,1!,"First, find a focus issue and formulate an “elevator pitch"" that sells it. Dump Trump and sex a dozen years ago are not politically useful. They distract and disrupt, but no rational person votes for disruption. They vote improvement and self-benefit.Even the economy busting tax reform works. $1.50 a week extra in a pay envelop tells the person … If you make more you'll keep more, so grow the economy, work more, earn more, keep more. Spend hours debating the negative and they close their ears… elevator pitch and you nail them. People vote against their own good health because of the elevator pitch about the illegals getting benefits of welfare queens gaming the system.Get a damned ELEVATOR PITCH!",10,0,193,"2,745",0,0
3,"If you were a prominent leader of a democratic party, how would you rebuild the democratic party starting right now? What would you do?",Democratic Party (US politics),Republican Party (US politics),1!,1!,1!,1!,"The party needs to move towards center, relate back to middle America; what are their needs and concerns. When you lack jobs and barely can feed your family their primary concern is not global warning. The party needs to have specifics to how they will and more importantly can create jobs. I am a costal elite, but much of my family is middle America, so I hear and see what is going on for them. My Dad was a Union man, had an income that provided a nice home in an upper middle-class burb and a comfortable life for a family of 8. Many of my nephews struggle, even with college degrees, to find well paying jobs after lay-offs and closures of companies, even with 2 incomes they are not comfortable. The image of rich, white, out of touch, in the pocket of Wall Street politicians is now the image of both parties. People loved the idea that Trump would drain the swamp and care about the little guy, which is why he won.",44,1,1,1,0,0
3,"If you were a prominent leader of a democratic party, how would you rebuild the democratic party starting right now? What would you do?",Democratic Party (US politics),Republican Party (US politics),1!,1!,1!,1!,"Carter and Clinton lost the white vote because they did nothing to ensure that the benefits of economic improvement did something for the 95% especially the poor whites. Obama was too busy dealing with the economic disaster to have time to address this issue.(I know that blacks and Latinos have worse economic conditions than poor whites, but losing poor whites has made the democratic party the minority party.)How they will be able to overcome that legacy, I have no idea.",36,2,460,"5,366",0,0
3,"If you were a prominent leader of a democratic party, how would you rebuild the democratic party starting right now? What would you do?",Democratic Party (US politics),Republican Party (US politics),1!,1!,1!,1!,"Get rid of the leftists running the party and return to being a mainstream American political party. Tell Warren, Hillary, Biden, Sanders to get lost; you are too old. But I don’t know if that is possible. The Democrats are too far gone.",52,3,27,225,0,0
3,"If you were a prominent leader of a democratic party, how would you rebuild the democratic party starting right now? What would you do?",Democratic Party (US politics),Republican Party (US politics),1!,1!,1!,1!,I would require super-delegates to vote with the winner of the states voters in the primary. I would put in place guarantees of fair delegate selection in all states.,5,1,512,"8,933",0,0
